id,label,language,code_snippet,source_id,cwe,severity,description,fix_hint
API-0074,insecure_api,nodejs,app.use(cors({ origin: '*' }));,NVD-CVE-2020-3073,CWE-942,MEDIUM,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0021,safe,python,"cursor.execute('SELECT * FROM users WHERE id = %s', (user_id,))",OWASP-BENCHMARK-204020,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SQL-0064,sql_injection,python,"cursor.execute(""DELETE FROM logs WHERE id="" + str(log_id))",OWASP-BENCHMARK-021063,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SQL-0142,sql_injection,java,"String sql = ""SELECT * FROM orders WHERE uid='"" + uid + ""'"";",OWASP-BENCHMARK-011141,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
API-0117,insecure_api,python,eval(request.args.get('expr')),OWASP-BENCHMARK-143116,CWE-95,CRITICAL,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SEC-0077,hardcoded_secret,java,"String jwtSecret = ""my_ultra_secret_jwt_key_hardcoded"";",NVD-CVE-2021-2076,CWE-321,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SEC-0064,hardcoded_secret,python,"SECRET_KEY = ""django-insecure-xyz987abc654def321""",OWASP-BENCHMARK-072063,CWE-321,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SQL-0140,sql_injection,java,"rs = stmt.executeQuery(""SELECT * FROM items WHERE category="" + cat)",OWASP-BENCHMARK-051139,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
API-0285,insecure_api,python,pickle.loads(user_supplied_bytes),OWASP-BENCHMARK-133284,CWE-502,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0142,safe,java,"PreparedStatement ps = conn.prepareStatement(""SELECT * FROM u WHERE id=?""); ps.setInt(1,uid);",OWASP-BENCHMARK-214141,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SQL-0225,sql_injection,java,"stmt.execute(""UPDATE users SET pass='"" + newPass + ""' WHERE user='"" + user + ""'"")",NVD-CVE-2020-1224,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SEC-0215,hardcoded_secret,yaml,"password: ""admin123""  # TODO: change before prod",NVD-CVE-2020-2214,CWE-259,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SQL-0267,sql_injection,ruby,"User.where(""name = '#{params[:name]}'"")",NVD-CVE-2021-1266,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SAFE-0270,safe,java,"String q = ""SELECT * FROM t WHERE id=?""; stmt = con.prepareStatement(q); stmt.setString(1,id);",OWASP-BENCHMARK-254269,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SEC-0187,hardcoded_secret,java,"String jwtSecret = ""my_ultra_secret_jwt_key_hardcoded"";",NVD-CVE-2021-2186,CWE-321,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SEC-0053,hardcoded_secret,javascript,"const API_KEY = ""sk-live-abcd1234efgh5678ijkl9012"";",NVD-CVE-2019-2052,CWE-798,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SAFE-0106,safe,java,"SSLContext ctx = SSLContext.getInstance(""TLSv1.3""); ctx.init(...);",OWASP-BENCHMARK-234105,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
API-0018,insecure_api,nodejs,"res.setHeader('Access-Control-Allow-Origin', req.headers.origin);",NVD-CVE-2022-3017,CWE-942,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
API-0068,insecure_api,nodejs,"res.setHeader('Access-Control-Allow-Origin', req.headers.origin);",NVD-CVE-2022-3067,CWE-942,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
API-0175,insecure_api,python,pickle.loads(user_supplied_bytes),OWASP-BENCHMARK-133174,CWE-502,MEDIUM,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SEC-0254,hardcoded_secret,python,"SECRET_KEY = ""django-insecure-xyz987abc654def321""",OWASP-BENCHMARK-072253,CWE-321,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SEC-0276,hardcoded_secret,python,"STRIPE_SECRET = ""sk_live_51HqzGmKLN3yY6Xr2FAKEKEY9012""",OWASP-BENCHMARK-082275,CWE-798,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SAFE-0015,safe,python,"requests.get(url, verify=True, cert=('/path/cert.pem','/path/key.pem'))",OWASP-BENCHMARK-224014,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SEC-0166,hardcoded_secret,python,"STRIPE_SECRET = ""sk_live_51HqzGmKLN3yY6Xr2FAKEKEY9012""",OWASP-BENCHMARK-082165,CWE-798,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SEC-0291,hardcoded_secret,python,"AWS_SECRET = ""wJalrXUtnFEMI/K7MDENG/bPxRfiCYEXAMPLEKEY""",NVD-CVE-2018-2290,CWE-798,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
API-0165,insecure_api,python,pickle.loads(user_supplied_bytes),OWASP-BENCHMARK-133164,CWE-502,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
API-0035,insecure_api,python,pickle.loads(user_supplied_bytes),OWASP-BENCHMARK-133034,CWE-502,MEDIUM,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
API-0238,insecure_api,nodejs,"res.setHeader('Access-Control-Allow-Origin', req.headers.origin);",NVD-CVE-2022-3237,CWE-942,CRITICAL,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SQL-0290,sql_injection,java,"rs = stmt.executeQuery(""SELECT * FROM items WHERE category="" + cat)",OWASP-BENCHMARK-051289,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SQL-0040,sql_injection,java,"rs = stmt.executeQuery(""SELECT * FROM items WHERE category="" + cat)",OWASP-BENCHMARK-051039,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SQL-0031,sql_injection,python,"query = ""SELECT * FROM users WHERE id = "" + user_input",OWASP-BENCHMARK-001030,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SQL-0243,sql_injection,php,"mysql_query(""SELECT * FROM products WHERE name='"" . $name . ""'"")",NVD-CVE-2019-1242,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SEC-0129,hardcoded_secret,python,"GITHUB_TOKEN = ""ghp_FakeTokenABCDEFGHIJKLMNOPQRSTUV""",NVD-CVE-2022-2128,CWE-798,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SQL-0137,sql_injection,ruby,"User.where(""name = '#{params[:name]}'"")",NVD-CVE-2021-1136,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SAFE-0201,safe,python,"cursor.execute('SELECT * FROM users WHERE id = %s', (user_id,))",OWASP-BENCHMARK-204200,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
API-0265,insecure_api,python,pickle.loads(user_supplied_bytes),OWASP-BENCHMARK-133264,CWE-502,MEDIUM,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SQL-0004,sql_injection,python,"cursor.execute(""DELETE FROM logs WHERE id="" + str(log_id))",OWASP-BENCHMARK-021003,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
API-0233,insecure_api,python,"flask.run(debug=True, host='0.0.0.0')",OWASP-BENCHMARK-123232,CWE-94,CRITICAL,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
API-0003,insecure_api,python,"flask.run(debug=True, host='0.0.0.0')",OWASP-BENCHMARK-123002,CWE-94,MEDIUM,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0134,safe,nodejs,const secret = process.env.JWT_SECRET;,NVD-SAFE-4133,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
API-0055,insecure_api,python,pickle.loads(user_supplied_bytes),OWASP-BENCHMARK-133054,CWE-502,MEDIUM,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
API-0244,insecure_api,nodejs,app.use(cors({ origin: '*' }));,NVD-CVE-2020-3243,CWE-942,MEDIUM,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
API-0184,insecure_api,nodejs,app.use(cors({ origin: '*' }));,NVD-CVE-2020-3183,CWE-942,MEDIUM,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0174,safe,nodejs,const secret = process.env.JWT_SECRET;,NVD-SAFE-4173,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SEC-0143,hardcoded_secret,javascript,"const API_KEY = ""sk-live-abcd1234efgh5678ijkl9012"";",NVD-CVE-2019-2142,CWE-798,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SAFE-0278,safe,nodejs,"const bcrypt = require('bcrypt'); bcrypt.hash(pwd, 12)",OWASP-BENCHMARK-244277,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SEC-0136,hardcoded_secret,python,"STRIPE_SECRET = ""sk_live_51HqzGmKLN3yY6Xr2FAKEKEY9012""",OWASP-BENCHMARK-082135,CWE-798,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SAFE-0269,safe,python,import secrets; token = secrets.token_hex(32),NVD-SAFE-4268,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SQL-0101,sql_injection,python,"query = ""SELECT * FROM users WHERE id = "" + user_input",OWASP-BENCHMARK-001100,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
API-0173,insecure_api,python,"flask.run(debug=True, host='0.0.0.0')",OWASP-BENCHMARK-123172,CWE-94,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SEC-0195,hardcoded_secret,yaml,"password: ""admin123""  # TODO: change before prod",NVD-CVE-2020-2194,CWE-259,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SAFE-0128,safe,nodejs,"const bcrypt = require('bcrypt'); bcrypt.hash(pwd, 12)",OWASP-BENCHMARK-244127,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
API-0207,insecure_api,python,eval(request.args.get('expr')),OWASP-BENCHMARK-143206,CWE-95,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0242,safe,java,"PreparedStatement ps = conn.prepareStatement(""SELECT * FROM u WHERE id=?""); ps.setInt(1,uid);",OWASP-BENCHMARK-214241,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
API-0246,insecure_api,java,new ObjectInputStream(socket.getInputStream()).readObject();,NVD-CVE-2021-3245,CWE-502,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0087,safe,python,import html; safe = html.escape(user_input),NVD-SAFE-4086,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SQL-0228,sql_injection,nodejs,db.query(`SELECT * FROM sessions WHERE token='${req.body.token}'`),OWASP-BENCHMARK-041227,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SAFE-0293,safe,python,password = os.environ['DB_PASSWORD'],NVD-SAFE-4292,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
API-0072,insecure_api,java,"conn.setHostnameVerifier((h,s) -> true);",NVD-CVE-2019-3071,CWE-297,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
API-0259,insecure_api,python,"subprocess.call(request.form['cmd'], shell=True)",OWASP-BENCHMARK-153258,CWE-78,MEDIUM,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0025,safe,python,"requests.get(url, verify=True, cert=('/path/cert.pem','/path/key.pem'))",OWASP-BENCHMARK-224024,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SQL-0067,sql_injection,ruby,"User.where(""name = '#{params[:name]}'"")",NVD-CVE-2021-1066,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SQL-0068,sql_injection,nodejs,db.query(`SELECT * FROM sessions WHERE token='${req.body.token}'`),OWASP-BENCHMARK-041067,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
API-0217,insecure_api,python,eval(request.args.get('expr')),OWASP-BENCHMARK-143216,CWE-95,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SQL-0212,sql_injection,java,"String sql = ""SELECT * FROM orders WHERE uid='"" + uid + ""'"";",OWASP-BENCHMARK-011211,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SQL-0013,sql_injection,php,"mysql_query(""SELECT * FROM products WHERE name='"" . $name . ""'"")",NVD-CVE-2019-1012,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SEC-0194,hardcoded_secret,python,"SECRET_KEY = ""django-insecure-xyz987abc654def321""",OWASP-BENCHMARK-072193,CWE-321,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SAFE-0265,safe,python,"requests.get(url, verify=True, cert=('/path/cert.pem','/path/key.pem'))",OWASP-BENCHMARK-224264,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SQL-0300,sql_injection,java,"rs = stmt.executeQuery(""SELECT * FROM items WHERE category="" + cat)",OWASP-BENCHMARK-051299,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SEC-0111,hardcoded_secret,python,"AWS_SECRET = ""wJalrXUtnFEMI/K7MDENG/bPxRfiCYEXAMPLEKEY""",NVD-CVE-2018-2110,CWE-798,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
API-0157,insecure_api,python,eval(request.args.get('expr')),OWASP-BENCHMARK-143156,CWE-95,MEDIUM,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0175,safe,python,"requests.get(url, verify=True, cert=('/path/cert.pem','/path/key.pem'))",OWASP-BENCHMARK-224174,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
API-0096,insecure_api,java,new ObjectInputStream(socket.getInputStream()).readObject();,NVD-CVE-2021-3095,CWE-502,CRITICAL,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0251,safe,python,"cursor.execute('SELECT * FROM users WHERE id = %s', (user_id,))",OWASP-BENCHMARK-204250,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
API-0124,insecure_api,nodejs,app.use(cors({ origin: '*' }));,NVD-CVE-2020-3123,CWE-942,MEDIUM,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SAFE-0116,safe,java,"SSLContext ctx = SSLContext.getInstance(""TLSv1.3""); ctx.init(...);",OWASP-BENCHMARK-234115,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SEC-0228,hardcoded_secret,php,"$db_password = ""root_pass_2023!"";",OWASP-BENCHMARK-092227,CWE-259,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SEC-0300,hardcoded_secret,nodejs,"process.env.JWT_SECRET = ""hardcoded_jwt_secret_value"";",OWASP-BENCHMARK-102299,CWE-321,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SAFE-0220,safe,java,"String q = ""SELECT * FROM t WHERE id=?""; stmt = con.prepareStatement(q); stmt.setString(1,id);",OWASP-BENCHMARK-254219,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SEC-0267,hardcoded_secret,java,"String jwtSecret = ""my_ultra_secret_jwt_key_hardcoded"";",NVD-CVE-2021-2266,CWE-321,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
API-0131,insecure_api,python,"requests.get(url, verify=False)",OWASP-BENCHMARK-113130,CWE-295,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SQL-0274,sql_injection,python,"cursor.execute(""DELETE FROM logs WHERE id="" + str(log_id))",OWASP-BENCHMARK-021273,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SAFE-0067,safe,python,import html; safe = html.escape(user_input),NVD-SAFE-4066,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SQL-0238,sql_injection,nodejs,db.query(`SELECT * FROM sessions WHERE token='${req.body.token}'`),OWASP-BENCHMARK-041237,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SEC-0106,hardcoded_secret,python,"STRIPE_SECRET = ""sk_live_51HqzGmKLN3yY6Xr2FAKEKEY9012""",OWASP-BENCHMARK-082105,CWE-798,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SQL-0003,sql_injection,php,"mysql_query(""SELECT * FROM products WHERE name='"" . $name . ""'"")",NVD-CVE-2019-1002,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SQL-0007,sql_injection,ruby,"User.where(""name = '#{params[:name]}'"")",NVD-CVE-2021-1006,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SEC-0012,hardcoded_secret,java,"private static final String DB_PASS = ""P@ssw0rd123"";",OWASP-BENCHMARK-062011,CWE-798,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SAFE-0191,safe,python,"cursor.execute('SELECT * FROM users WHERE id = %s', (user_id,))",OWASP-BENCHMARK-204190,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SEC-0152,hardcoded_secret,java,"private static final String DB_PASS = ""P@ssw0rd123"";",OWASP-BENCHMARK-062151,CWE-798,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
API-0122,insecure_api,java,"conn.setHostnameVerifier((h,s) -> true);",NVD-CVE-2019-3121,CWE-297,CRITICAL,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SQL-0216,sql_injection,python,"db.execute(f""INSERT INTO audit (msg) VALUES ('{msg}')"")",OWASP-BENCHMARK-031215,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SAFE-0186,safe,java,"SSLContext ctx = SSLContext.getInstance(""TLSv1.3""); ctx.init(...);",OWASP-BENCHMARK-234185,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SQL-0028,sql_injection,nodejs,db.query(`SELECT * FROM sessions WHERE token='${req.body.token}'`),OWASP-BENCHMARK-041027,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SAFE-0258,safe,nodejs,"const bcrypt = require('bcrypt'); bcrypt.hash(pwd, 12)",OWASP-BENCHMARK-244257,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SEC-0062,hardcoded_secret,java,"private static final String DB_PASS = ""P@ssw0rd123"";",OWASP-BENCHMARK-062061,CWE-798,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
API-0223,insecure_api,python,"flask.run(debug=True, host='0.0.0.0')",OWASP-BENCHMARK-123222,CWE-94,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
API-0181,insecure_api,python,"requests.get(url, verify=False)",OWASP-BENCHMARK-113180,CWE-295,CRITICAL,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
API-0029,insecure_api,python,"subprocess.call(request.form['cmd'], shell=True)",OWASP-BENCHMARK-153028,CWE-78,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SEC-0154,hardcoded_secret,python,"SECRET_KEY = ""django-insecure-xyz987abc654def321""",OWASP-BENCHMARK-072153,CWE-321,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
API-0139,insecure_api,python,"subprocess.call(request.form['cmd'], shell=True)",OWASP-BENCHMARK-153138,CWE-78,MEDIUM,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SEC-0236,hardcoded_secret,python,"STRIPE_SECRET = ""sk_live_51HqzGmKLN3yY6Xr2FAKEKEY9012""",OWASP-BENCHMARK-082235,CWE-798,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SAFE-0150,safe,java,"String q = ""SELECT * FROM t WHERE id=?""; stmt = con.prepareStatement(q); stmt.setString(1,id);",OWASP-BENCHMARK-254149,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SEC-0099,hardcoded_secret,python,"GITHUB_TOKEN = ""ghp_FakeTokenABCDEFGHIJKLMNOPQRSTUV""",NVD-CVE-2022-2098,CWE-798,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SQL-0257,sql_injection,ruby,"User.where(""name = '#{params[:name]}'"")",NVD-CVE-2021-1256,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SQL-0292,sql_injection,java,"String sql = ""SELECT * FROM orders WHERE uid='"" + uid + ""'"";",OWASP-BENCHMARK-011291,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SQL-0026,sql_injection,python,"db.execute(f""INSERT INTO audit (msg) VALUES ('{msg}')"")",OWASP-BENCHMARK-031025,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SEC-0037,hardcoded_secret,java,"String jwtSecret = ""my_ultra_secret_jwt_key_hardcoded"";",NVD-CVE-2021-2036,CWE-321,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SEC-0285,hardcoded_secret,yaml,"password: ""admin123""  # TODO: change before prod",NVD-CVE-2020-2284,CWE-259,CRITICAL,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SQL-0048,sql_injection,nodejs,db.query(`SELECT * FROM sessions WHERE token='${req.body.token}'`),OWASP-BENCHMARK-041047,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SEC-0019,hardcoded_secret,python,"GITHUB_TOKEN = ""ghp_FakeTokenABCDEFGHIJKLMNOPQRSTUV""",NVD-CVE-2022-2018,CWE-798,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SQL-0107,sql_injection,ruby,"User.where(""name = '#{params[:name]}'"")",NVD-CVE-2021-1106,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
API-0199,insecure_api,python,"subprocess.call(request.form['cmd'], shell=True)",OWASP-BENCHMARK-153198,CWE-78,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
SQL-0056,sql_injection,python,"db.execute(f""INSERT INTO audit (msg) VALUES ('{msg}')"")",OWASP-BENCHMARK-031055,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SEC-0223,hardcoded_secret,javascript,"const API_KEY = ""sk-live-abcd1234efgh5678ijkl9012"";",NVD-CVE-2019-2222,CWE-798,HIGH,Credential or secret key hardcoded in source code,Store secrets in environment variables or a secrets manager
SQL-0214,sql_injection,python,"cursor.execute(""DELETE FROM logs WHERE id="" + str(log_id))",OWASP-BENCHMARK-021213,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SQL-0121,sql_injection,python,"query = ""SELECT * FROM users WHERE id = "" + user_input",OWASP-BENCHMARK-001120,CWE-89,HIGH,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SAFE-0018,safe,nodejs,"const bcrypt = require('bcrypt'); bcrypt.hash(pwd, 12)",OWASP-BENCHMARK-244017,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SAFE-0168,safe,nodejs,"const bcrypt = require('bcrypt'); bcrypt.hash(pwd, 12)",OWASP-BENCHMARK-244167,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SAFE-0218,safe,nodejs,"const bcrypt = require('bcrypt'); bcrypt.hash(pwd, 12)",OWASP-BENCHMARK-244217,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
SQL-0073,sql_injection,php,"mysql_query(""SELECT * FROM products WHERE name='"" . $name . ""'"")",NVD-CVE-2019-1072,CWE-89,CRITICAL,Unsanitised user input concatenated directly into SQL query,Use parameterised queries / prepared statements
SAFE-0048,safe,nodejs,"const bcrypt = require('bcrypt'); bcrypt.hash(pwd, 12)",OWASP-BENCHMARK-244047,N/A,NONE,Secure coding practice: parameterised query / env-based secret / proper TLS,N/A
API-0147,insecure_api,python,eval(request.args.get('expr')),OWASP-BENCHMARK-143146,CWE-95,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
API-0116,insecure_api,java,new ObjectInputStream(socket.getInputStream()).readObject();,NVD-CVE-2021-3115,CWE-502,HIGH,"Insecure API usage: disabled TLS validation, unsafe deserialization, or command injection","Enable TLS verification, validate inputs, avoid eval/exec on user data"
